Crop,Temp_low(C),Temp_high(C),Rain_low(cm),Rain_high(cm),Humidity_low(%),Humidity_high(%),Elevation(m),Loamy,Fertile,Suitable
Black Pepper,23.1,34.4,21.0,35.4,60.7,85.3,1290,1,1,1
Black Pepper,22.0,32.3,19.1,25.8,72.8,76.6,416,0,0,1
Black Pepper,19.0,34.1,24.6,36.4,68.2,87.3,524,1,1,1
Black Pepper,18.4,33.1,20.4,43.4,63.0,81.5,829,0,1,0
Black Pepper,21.9,28.8,21.1,44.4,64.8,76.1,357,1,1,1
Black Pepper,18.2,34.3,17.2,35.8,64.2,86.8,1226,1,0,0
Black Pepper,21.5,28.5,21.3,34.2,68.0,80.7,1172,1,1,1
Black Pepper,23.6,31.7,20.7,43.9,60.8,76.5,261,1,1,0
Black Pepper,21.5,29.0,16.8,38.5,62.4,84.5,723,1,1,0
Black Pepper,20.3,28.1,15.6,26.3,72.2,88.2,1174,1,1,0
Black Pepper,21.9,31.0,21.0,34.3,62.0,88.3,539,1,1,1
Black Pepper,20.7,30.1,22.6,29.8,63.5,89.4,968,1,1,1
Black Pepper,21.3,31.4,20.2,34.4,66.8,88.0,123,1,1,0
Black Pepper,23.6,32.0,17.3,34.1,67.8,75.0,933,0,0,1
Black Pepper,20.3,28.3,21.7,36.6,71.5,80.7,271,1,1,0
Black Pepper,23.8,28.9,15.8,32.1,66.7,87.3,1254,1,1,1
Black Pepper,23.4,31.9,19.4,28.3,71.8,80.5,565,1,1,1
Black Pepper,19.2,30.4,16.6,35.1,69.3,84.0,458,1,1,1
Black Pepper,18.4,33.1,16.8,41.6,61.7,84.1,1269,1,0,1
Black Pepper,18.6,32.6,17.0,38.3,62.3,80.5,123,1,1,1
Black Pepper,18.1,33.9,18.9,31.8,66.6,88.6,625,1,1,1
Black Pepper,18.6,32.8,15.5,43.7,66.0,82.5,587,1,1,1
Black Pepper,22.1,31.0,19.0,43.2,71.2,82.0,463,1,1,1
Black Pepper,18.4,32.7,20.1,29.2,68.7,90.0,1372,1,0,0
Black Pepper,19.9,29.9,19.8,25.8,65.8,82.4,1139,1,1,1
Black Pepper,23.1,30.1,18.8,39.8,62.6,77.7,143,1,0,1
Black Pepper,18.1,33.5,23.4,41.6,63.4,82.7,1086,1,1,1
Black Pepper,22.9,31.1,16.5,44.4,68.6,87.2,815,1,1,1
Black Pepper,19.7,33.6,20.1,42.8,66.4,86.7,1356,0,1,1
Black Pepper,18.7,33.8,15.6,37.0,67.7,86.8,504,1,0,0
Black Pepper,22.2,34.0,15.7,35.6,62.6,85.6,883,1,1,0
Black Pepper,21.8,34.4,20.7,25.6,69.9,78.8,776,0,1,1
Black Pepper,23.3,31.0,20.7,29.9,72.8,87.9,760,0,1,1
Black Pepper,22.4,30.2,23.8,34.2,63.9,88.4,711,1,1,1
Black Pepper,22.8,32.1,20.6,37.6,67.4,77.9,348,1,1,1
Black Pepper,19.7,30.6,24.6,36.1,74.6,77.0,1146,1,0,1
Black Pepper,19.1,32.2,15.5,39.9,65.0,89.6,704,1,1,0
Black Pepper,22.5,32.9,16.0,30.6,68.9,88.0,1440,1,1,1
Black Pepper,22.8,32.8,15.4,36.3,61.4,88.4,428,1,0,1
Black Pepper,23.9,30.6,16.9,26.8,69.1,88.3,1040,0,1,0
Black Pepper,20.5,29.2,20.4,33.3,61.3,83.1,1414,1,1,1
Black Pepper,20.2,31.0,21.5,40.0,74.4,84.7,1012,0,1,0
Black Pepper,22.7,29.0,15.5,38.9,70.7,83.2,1313,1,0,1
Black Pepper,20.0,34.2,24.5,44.8,71.8,75.8,1250,1,1,0
Black Pepper,23.6,30.4,23.4,30.6,70.6,86.2,572,1,1,1
Black Pepper,23.2,29.1,18.0,35.0,68.8,82.6,920,1,1,1
Black Pepper,20.6,28.2,15.8,31.6,66.7,84.7,277,0,1,1
Black Pepper,22.5,32.5,16.7,33.8,72.9,82.5,827,1,0,1
Black Pepper,22.5,32.5,16.3,42.1,74.4,82.4,384,0,1,0
Black Pepper,18.6,30.4,16.2,38.7,67.5,77.6,1128,0,1,1
Black Pepper,23.4,28.5,20.2,42.6,74.0,79.2,816,1,1,1
Black Pepper,21.0,30.9,17.5,29.1,68.7,77.4,646,0,1,1
Black Pepper,23.0,30.2,18.6,42.5,68.1,77.9,440,1,1,1
Black Pepper,19.9,32.7,24.9,26.2,66.8,89.6,1498,1,1,0
Black Pepper,23.4,32.2,21.8,42.8,63.1,77.3,154,0,1,0
Black Pepper,20.3,30.6,24.5,31.6,60.1,79.0,113,0,1,1
Black Pepper,18.1,29.5,16.4,31.3,63.6,83.9,365,1,0,1
Black Pepper,23.4,34.9,18.8,35.2,67.6,84.2,1458,1,1,1
Black Pepper,18.5,31.2,20.5,43.8,65.7,77.3,1470,1,1,1
Black Pepper,19.9,32.8,15.8,26.0,66.7,86.9,1000,1,1,1
Black Pepper,23.7,29.0,15.0,32.0,74.7,86.8,1326,1,1,1
Black Pepper,23.7,31.4,21.7,42.1,65.3,78.6,360,1,1,1
Black Pepper,21.4,28.2,21.4,32.9,66.8,79.3,1459,0,1,1
Black Pepper,21.8,31.5,19.1,29.0,62.0,89.1,257,1,1,1
Black Pepper,20.7,34.7,19.9,33.5,60.7,87.4,197,1,1,1
Black Pepper,19.8,30.7,19.2,32.7,71.6,85.5,213,1,1,0
Black Pepper,20.0,28.3,15.2,43.3,68.6,76.2,881,1,1,1
Black Pepper,22.0,28.2,18.4,40.2,71.4,81.3,1182,1,1,1
Black Pepper,22.5,30.7,16.8,35.1,62.2,83.4,582,0,1,1
Black Pepper,22.7,29.1,16.0,44.8,68.6,77.8,1468,1,1,1
Black Pepper,22.7,28.2,24.6,34.3,63.8,81.7,680,1,1,0
Black Pepper,18.5,33.3,21.0,26.2,63.4,84.0,268,1,1,1
Black Pepper,21.0,31.2,22.3,30.2,60.2,79.9,726,0,1,1
Black Pepper,18.3,30.0,18.2,33.7,62.0,86.7,1035,1,1,0
Black Pepper,21.3,34.3,18.9,28.1,64.6,87.6,1257,1,1,1
Black Pepper,20.6,28.8,17.4,44.0,61.8,79.9,715,1,1,1
Black Pepper,23.3,34.7,16.0,40.3,74.8,87.6,911,0,1,1
Black Pepper,20.1,30.2,16.8,30.4,64.6,76.6,438,1,1,1
Black Pepper,18.7,34.2,23.0,36.8,62.0,87.6,987,0,1,0
Black Pepper,18.9,32.2,21.8,39.4,63.0,77.3,1480,1,1,1
Black Pepper,22.6,33.8,20.5,43.8,68.8,76.2,121,1,1,1
Black Pepper,21.7,34.9,19.8,42.6,61.0,84.6,1335,0,1,0
Black Pepper,18.6,30.0,24.2,35.3,72.9,82.1,865,1,1,1
Black Pepper,18.5,34.7,15.7,40.5,74.4,88.6,416,1,1,1
Black Pepper,22.2,30.7,17.8,36.2,63.7,80.4,1435,1,1,0
Black Pepper,18.4,30.7,18.5,36.1,66.8,79.3,751,1,1,1
Black Pepper,22.9,30.4,22.8,27.3,60.3,82.5,531,1,1,1
Black Pepper,22.2,31.8,24.9,27.5,69.6,81.8,313,1,1,1
Black Pepper,18.5,29.1,17.4,35.6,66.2,80.2,404,1,1,1
Black Pepper,18.5,31.9,23.7,30.4,64.1,85.4,1258,1,1,1
Black Pepper,23.9,31.8,23.3,25.4,63.1,86.4,941,1,1,0
Black Pepper,20.2,33.3,17.2,39.5,69.8,87.8,1374,0,0,1
Black Pepper,20.2,33.8,19.0,25.6,66.2,89.6,386,1,1,0
Black Pepper,22.9,31.1,19.1,36.9,62.7,79.0,226,1,0,1
Black Pepper,23.7,30.1,24.8,35.8,70.3,85.7,59,1,1,0
Black Pepper,23.9,29.8,16.8,44.4,68.5,80.9,786,1,1,1
Black Pepper,22.5,29.4,23.0,34.7,72.9,85.2,1498,1,1,1
Black Pepper,20.3,28.4,18.3,26.3,61.8,82.1,1058,1,1,0
Black Pepper,18.5,30.4,22.3,36.0,71.8,89.9,497,1,1,1
Black Pepper,22.7,29.9,19.2,41.8,70.1,85.9,1321,1,1,0
Black Pepper,21.4,34.8,20.8,44.9,61.7,89.3,1183,0,0,1
Black Pepper,20.5,31.9,23.3,33.6,70.4,87.5,72,1,0,1
Black Pepper,23.4,30.4,23.0,31.4,66.6,88.5,1234,1,1,0
Black Pepper,18.7,32.1,23.7,43.1,74.2,87.2,486,1,0,1
Black Pepper,21.0,29.0,15.6,28.8,62.1,81.9,267,1,1,0
Black Pepper,18.1,31.1,21.9,37.3,69.6,78.8,378,0,1,0
Black Pepper,20.8,32.4,16.4,33.1,65.7,80.6,729,0,1,1
Black Pepper,18.3,31.4,19.2,25.8,74.4,75.3,666,1,1,1
Black Pepper,18.7,30.8,20.5,31.9,64.9,82.9,469,1,1,1
Black Pepper,18.7,35.0,19.0,30.3,74.4,82.6,300,1,0,0
Black Pepper,21.9,34.2,20.2,38.7,73.5,82.9,1155,1,1,1
Black Pepper,22.5,32.4,25.0,44.0,64.1,89.6,1486,0,0,1
Black Pepper,21.5,32.0,16.4,30.4,72.1,88.7,1178,0,1,0
Black Pepper,23.8,32.3,21.8,41.2,74.9,77.4,479,1,1,1
Black Pepper,20.2,29.4,19.0,26.1,63.8,80.5,405,1,0,1
Black Pepper,19.7,30.8,16.3,35.8,66.6,81.4,366,1,1,1
Black Pepper,23.2,28.3,16.6,26.4,67.8,80.4,248,1,0,0
Black Pepper,19.3,31.3,24.5,43.7,64.4,87.0,849,1,1,1
Black Pepper,23.8,31.8,23.8,40.3,60.2,82.9,928,0,1,0
Black Pepper,18.1,29.6,24.1,38.2,63.3,83.6,1073,1,1,1
Black Pepper,23.8,34.7,24.9,41.5,64.2,87.8,1036,1,1,1
Black Pepper,18.3,34.4,17.1,38.0,66.7,87.1,474,0,1,1
Black Pepper,23.3,33.1,18.6,44.4,62.6,77.0,529,1,1,1
Black Pepper,21.2,31.7,21.7,39.3,73.1,85.7,1038,1,1,1
Black Pepper,24.0,34.1,19.8,43.5,70.6,81.5,557,1,0,1
Black Pepper,18.4,28.9,19.2,35.3,61.3,79.4,358,1,0,1
Black Pepper,21.3,33.5,18.6,27.3,69.8,75.8,593,1,1,1
Black Pepper,23.8,28.9,20.9,35.6,69.8,82.3,445,0,1,1
Black Pepper,21.1,33.6,20.8,27.5,74.3,80.3,178,0,1,1
Black Pepper,21.8,29.9,16.6,36.8,60.0,78.8,1254,0,1,1
Black Pepper,22.2,34.1,19.7,34.6,63.7,85.4,1287,1,1,1
Black Pepper,20.7,34.6,20.5,37.5,73.9,86.5,369,0,0,1
Black Pepper,21.8,29.0,20.7,25.2,74.0,78.7,144,1,1,1
Black Pepper,21.5,31.2,17.1,28.9,70.8,75.7,1121,0,1,1
Black Pepper,23.4,34.9,22.4,34.8,71.5,87.7,357,1,1,1
Black Pepper,18.3,31.4,15.3,44.0,61.4,75.1,620,0,1,0
Black Pepper,19.7,34.0,18.5,32.7,67.7,89.1,143,1,1,1
Black Pepper,23.7,32.1,22.8,33.5,63.5,84.4,378,0,1,1
Black Pepper,23.3,30.6,20.6,39.3,62.7,79.8,1200,1,1,1
Black Pepper,20.7,30.0,17.6,37.1,72.2,78.7,1216,1,0,1
Black Pepper,21.7,29.4,21.9,31.0,62.0,75.1,350,1,0,0
Black Pepper,19.7,33.3,20.7,33.2,67.0,78.5,537,0,1,1
Black Pepper,19.1,30.7,23.0,29.4,74.1,77.1,245,0,1,1
Black Pepper,20.8,31.6,22.4,44.3,62.8,84.2,158,1,0,1
Black Pepper,20.1,31.4,21.1,27.6,74.7,77.5,1489,1,1,1
Black Pepper,21.5,32.0,19.9,32.4,74.9,82.9,1001,1,1,1
Black Pepper,18.5,34.1,16.3,25.5,68.3,83.9,836,1,0,0
Black Pepper,23.8,34.9,17.6,29.4,62.6,79.5,1160,1,1,0
Black Pepper,23.9,30.9,19.2,40.6,64.7,75.5,1268,1,1,0
Black Pepper,22.2,33.8,21.0,29.0,66.4,75.6,1220,1,1,1
Black Pepper,21.2,33.4,20.1,26.6,64.6,75.4,74,1,1,1
Black Pepper,19.9,32.0,17.9,34.5,64.2,86.1,321,0,1,1
Black Pepper,22.9,34.7,15.1,25.2,74.6,79.8,1000,1,1,1
Black Pepper,22.1,29.4,20.0,26.7,62.3,86.9,595,0,1,1
Black Pepper,19.0,28.8,17.9,41.2,71.0,81.5,1475,1,1,1
Black Pepper,23.5,34.0,22.3,40.4,60.0,81.8,1015,1,1,1
Black Pepper,22.9,31.1,15.2,43.3,68.9,82.7,1437,1,1,1
Black Pepper,23.7,33.9,20.8,42.1,73.7,85.7,342,1,1,0
Black Pepper,22.4,34.3,24.4,38.7,64.3,79.1,1303,1,0,1
Black Pepper,21.7,28.4,16.7,26.0,62.8,76.8,516,1,1,1
Black Pepper,20.5,34.2,19.7,40.7,69.8,83.3,1485,1,1,1
Black Pepper,23.6,31.1,15.9,41.9,70.7,79.9,279,0,1,1
Black Pepper,23.2,31.6,21.3,41.0,70.3,81.6,799,0,1,1
Black Pepper,18.3,32.4,20.5,35.2,64.8,84.7,1200,1,1,1
Black Pepper,18.2,34.5,19.1,29.7,63.8,82.4,677,0,1,1
Black Pepper,20.3,28.1,20.2,41.9,74.3,84.3,729,1,1,1
Black Pepper,22.9,31.3,24.0,39.5,73.8,83.2,1480,1,1,1
Black Pepper,23.9,32.8,17.0,44.6,66.9,86.1,667,1,1,0
Black Pepper,18.9,33.1,15.2,28.1,72.7,85.6,926,1,0,1
Black Pepper,21.6,32.8,23.6,29.5,66.8,83.0,129,1,0,0
Black Pepper,20.3,28.9,20.8,29.2,66.4,85.2,1271,1,1,1
Black Pepper,23.8,30.1,23.9,40.9,62.4,88.1,990,1,1,1
Black Pepper,23.1,30.5,21.0,28.7,66.4,81.5,636,0,1,1
Black Pepper,23.0,33.6,23.1,26.3,68.1,81.2,73,1,1,1
Black Pepper,20.8,30.0,19.3,45.0,60.3,86.5,908,1,1,1
Black Pepper,20.5,29.5,22.5,25.5,66.7,83.7,68,1,1,0
Black Pepper,19.6,34.7,24.1,41.7,71.7,76.1,52,1,1,0
Black Pepper,18.3,28.1,20.7,32.3,70.2,88.4,943,1,0,1
Black Pepper,23.2,35.0,16.8,41.8,69.5,75.5,324,1,1,1
Black Pepper,22.9,32.7,17.7,36.1,73.6,86.2,328,1,1,0
Black Pepper,24.0,33.8,17.0,43.0,60.3,86.4,997,1,1,0
Black Pepper,24.0,30.1,17.5,43.5,68.4,89.3,128,0,1,1
Black Pepper,21.3,28.1,18.1,25.2,71.8,75.8,504,1,0,1
Black Pepper,22.6,33.2,20.6,26.5,68.1,84.0,267,1,1,1
Black Pepper,23.7,33.8,20.9,30.0,64.9,81.4,891,0,1,1
Black Pepper,23.1,33.2,19.3,38.4,62.0,80.0,1010,1,1,0
Black Pepper,19.5,29.0,21.2,42.8,73.3,76.4,1096,0,1,1
Black Pepper,20.7,33.3,15.8,34.2,67.1,83.4,420,1,1,1
Black Pepper,18.8,33.4,15.9,37.1,73.2,82.2,179,1,1,1
Black Pepper,23.7,32.6,16.7,28.8,68.8,76.6,164,1,0,1
Black Pepper,21.6,33.4,20.2,41.1,70.1,84.2,668,1,1,1
Black Pepper,19.4,33.9,17.1,44.3,72.1,86.1,1421,0,1,1
Black Pepper,22.0,32.3,17.8,30.4,69.9,86.5,366,0,1,1
Black Pepper,21.7,28.6,19.0,34.9,66.0,88.6,422,1,1,1
Black Pepper,20.1,31.4,23.1,26.7,67.7,81.1,196,1,1,1
Black Pepper,18.7,28.5,15.1,36.2,72.0,89.3,928,1,1,1
Black Pepper,22.0,30.9,21.5,35.1,65.6,88.0,1036,1,0,1
Black Pepper,21.1,30.8,21.7,27.9,65.8,79.4,982,1,1,1
Black Pepper,22.6,28.5,23.0,33.8,61.4,77.4,1299,1,0,0
Black Pepper,21.1,30.4,24.3,31.7,73.7,81.5,755,1,0,1
Black Pepper,23.1,28.8,15.2,35.4,61.4,81.0,245,0,1,1
Black Pepper,21.3,33.7,16.5,36.7,69.7,83.6,470,1,0,1
Black Pepper,21.4,34.6,23.9,25.2,66.2,83.8,1011,1,1,1
Black Pepper,23.3,28.5,19.6,40.2,66.1,86.2,939,0,1,1
Black Pepper,20.4,34.7,20.6,39.3,70.2,82.6,820,1,1,1
Black Pepper,18.8,31.7,21.6,32.3,61.0,76.6,1040,1,1,0
Black Pepper,18.2,30.1,21.8,26.1,68.9,87.9,974,1,1,1
Black Pepper,22.5,28.5,24.3,40.1,71.6,79.6,1328,1,1,1
Black Pepper,21.7,31.5,25.0,44.1,72.4,89.6,900,0,1,1
Black Pepper,22.2,33.6,22.2,29.8,62.6,76.8,1179,1,0,1
Black Pepper,19.3,32.9,17.9,31.5,73.5,89.4,411,0,1,1
Black Pepper,18.8,28.4,23.8,28.7,69.8,76.4,1033,1,1,0
Black Pepper,18.1,28.5,15.5,36.5,73.2,78.5,1358,1,1,1
Black Pepper,20.1,30.8,17.3,28.1,67.3,75.7,609,1,1,0
Black Pepper,21.5,30.1,24.0,32.1,68.1,85.6,1180,0,1,1
Black Pepper,20.4,29.6,17.6,38.9,73.8,87.8,1101,1,1,1
Black Pepper,20.6,30.0,17.2,36.2,73.5,81.5,136,1,1,1
Black Pepper,23.4,33.6,16.4,32.7,66.7,88.9,893,1,1,1
Black Pepper,20.1,34.5,23.6,33.4,64.1,83.9,239,1,1,1
Black Pepper,21.1,30.8,20.0,36.2,65.9,84.5,1453,0,1,0
Black Pepper,22.7,34.3,21.7,25.1,65.8,87.7,1227,1,0,1
Black Pepper,20.4,30.3,17.4,26.6,64.3,79.5,209,1,1,0
Black Pepper,21.7,31.3,22.6,42.6,64.0,80.3,227,1,1,1
Black Pepper,23.2,29.6,22.6,26.6,72.9,88.6,912,1,0,0
Black Pepper,23.7,32.5,18.1,39.1,61.0,88.5,550,1,1,1
Black Pepper,18.9,34.9,19.1,43.4,70.2,89.6,101,1,1,1
Black Pepper,23.6,32.2,17.1,30.4,62.6,88.5,835,1,1,1
Black Pepper,21.0,30.5,24.8,32.4,65.2,76.9,612,0,0,0
Black Pepper,19.5,32.5,21.5,36.4,60.9,87.4,197,0,1,1
Black Pepper,20.8,28.9,24.3,42.6,64.0,81.1,1213,1,1,1
Black Pepper,23.9,34.2,18.0,43.8,71.5,89.9,1377,0,1,1
Black Pepper,21.0,31.5,22.8,39.8,73.3,82.1,1147,1,1,0
Black Pepper,20.0,31.1,22.7,26.7,63.3,83.3,1243,1,1,1
Black Pepper,21.8,32.1,21.9,38.4,67.0,82.9,364,1,1,1
Black Pepper,19.4,32.4,24.7,33.2,67.1,79.8,432,1,1,0
Black Pepper,18.5,28.5,18.9,34.4,73.1,76.1,352,1,0,1
Black Pepper,18.8,32.8,16.3,26.0,71.4,88.4,1159,0,1,1
Black Pepper,18.8,29.7,21.7,28.8,67.7,87.0,1424,1,0,1
Black Pepper,18.9,33.0,22.3,40.8,70.1,77.1,1089,0,1,0
Black Pepper,18.8,33.8,20.8,34.1,72.7,86.7,1328,1,1,0
Black Pepper,21.8,33.6,17.1,31.0,60.1,84.4,976,1,1,0
Black Pepper,19.1,31.9,20.0,32.7,66.0,81.1,612,1,1,1
Black Pepper,20.1,31.6,18.1,42.1,73.6,78.8,667,1,1,1
Black Pepper,23.4,29.0,19.3,40.0,71.1,87.9,159,1,1,1
Black Pepper,20.8,33.4,21.5,30.4,68.1,85.5,96,1,0,1
Black Pepper,22.0,29.9,22.5,27.4,67.9,83.2,1058,1,0,0
Black Pepper,19.0,31.5,17.3,30.0,65.2,84.1,686,1,1,0
Black Pepper,19.2,30.0,19.1,43.4,67.8,76.4,851,1,1,1
Black Pepper,18.2,28.9,17.7,36.6,69.8,82.1,859,1,1,1
Black Pepper,19.0,32.4,17.0,35.7,66.3,77.9,452,0,1,1
Black Pepper,19.7,28.4,22.8,36.9,70.7,78.1,740,0,1,1
Black Pepper,19.1,33.2,24.1,32.3,72.9,84.9,733,0,1,0
Black Pepper,18.5,30.2,18.7,41.1,62.3,88.7,613,0,1,1
Black Pepper,18.7,28.0,22.5,35.5,66.8,81.1,1240,1,1,1
Black Pepper,20.8,31.6,24.0,27.3,66.1,78.1,704,1,1,1
Black Pepper,19.2,28.3,23.5,27.6,70.3,84.7,925,1,1,1
Black Pepper,20.2,29.9,16.8,35.7,63.7,88.1,1349,1,1,0
Black Pepper,21.0,32.9,24.6,43.7,69.6,86.2,1306,1,1,1
Black Pepper,22.1,28.4,18.8,31.2,73.2,88.0,1341,1,1,1
Black Pepper,18.2,33.9,18.4,42.4,66.3,83.0,442,1,1,1
Black Pepper,22.8,28.0,15.6,40.3,73.7,86.3,101,1,1,0
Black Pepper,21.8,29.7,19.9,30.0,74.9,77.1,429,1,1,1
Black Pepper,18.5,33.2,16.1,25.7,61.6,80.2,454,1,0,1
Black Pepper,23.2,30.2,17.5,27.0,63.5,80.8,1369,1,1,1
Black Pepper,23.5,28.7,18.2,39.6,74.3,82.7,991,1,1,1
Black Pepper,18.4,30.5,23.1,29.0,74.4,88.9,168,0,0,1
Black Pepper,19.7,29.9,23.8,32.4,61.5,88.1,246,1,1,1
Black Pepper,22.8,33.9,18.0,35.0,60.2,77.0,276,1,0,1
Black Pepper,22.5,30.2,23.6,39.5,62.4,77.6,964,1,1,0
Black Pepper,19.1,33.5,23.6,27.3,74.9,80.4,1116,1,1,1
Black Pepper,19.3,34.2,22.6,33.1,62.7,79.4,1296,1,1,1
Black Pepper,20.2,31.0,16.5,34.7,67.5,84.2,1414,1,1,1
Black Pepper,20.9,34.4,21.9,35.8,72.7,88.5,342,1,1,1
Black Pepper,21.7,30.6,24.5,41.4,60.3,89.4,499,1,1,1
Black Pepper,20.2,34.7,21.8,28.4,69.1,84.8,398,1,1,1
Black Pepper,20.8,28.6,18.3,41.2,64.2,87.6,570,1,1,0
Black Pepper,22.5,32.8,20.0,38.9,72.9,82.9,1376,0,1,0
Black Pepper,18.2,31.5,21.5,36.1,64.3,78.1,884,1,1,1
Black Pepper,19.5,30.7,20.1,39.0,70.3,82.9,1120,0,1,1
Black Pepper,22.3,32.4,16.2,33.2,70.1,83.3,761,1,0,1
Black Pepper,23.4,32.9,18.1,27.8,63.3,86.1,92,1,1,1
Black Pepper,21.1,28.0,23.0,38.3,60.5,78.3,143,0,1,1
Black Pepper,21.2,29.2,23.6,35.5,66.1,80.5,830,1,0,1
Black Pepper,18.6,33.0,16.4,37.8,64.3,80.5,1092,1,1,1
Black Pepper,20.7,32.7,24.5,31.8,72.1,89.4,362,0,1,1
Black Pepper,21.2,34.8,18.3,43.1,72.0,81.7,1097,0,1,1
Black Pepper,19.5,33.3,21.6,36.7,66.9,86.3,1225,1,0,1
Black Pepper,19.6,34.7,22.5,26.7,69.1,86.3,647,1,1,1
Black Pepper,20.3,32.9,23.1,34.0,69.1,79.0,1132,1,1,1
Black Pepper,18.1,30.1,24.5,40.1,72.4,83.6,636,1,1,1
Black Pepper,19.9,28.7,18.1,40.9,66.4,88.4,1034,1,1,1
Black Pepper,19.3,33.5,23.6,34.9,64.1,82.1,1158,1,1,1
Black Pepper,20.0,32.5,16.3,42.9,64.0,89.2,1488,1,1,1
Black Pepper,18.7,28.3,22.1,30.4,68.0,78.2,551,1,1,1
Black Pepper,23.3,30.5,22.4,33.2,66.7,76.1,646,1,1,1
Black Pepper,21.6,34.7,21.8,43.0,66.6,88.4,290,1,1,0
Black Pepper,22.1,31.5,17.5,42.9,61.4,87.7,346,1,1,1
Black Pepper,22.7,31.0,23.7,38.7,70.8,89.9,1055,1,0,0
Black Pepper,21.0,31.2,16.7,42.2,63.2,85.2,1380,1,1,1
Black Pepper,18.5,29.5,15.5,26.8,63.0,89.1,622,0,0,1
Black Pepper,21.2,30.6,22.2,42.3,66.2,87.4,311,1,0,1
Black Pepper,21.5,30.6,19.8,31.4,63.4,87.7,463,1,1,1
Black Pepper,22.5,28.4,23.5,28.6,68.8,83.5,710,1,1,1
Black Pepper,20.6,33.4,18.8,29.8,65.6,80.7,471,1,1,1
Black Pepper,18.8,30.9,16.7,33.4,66.7,89.0,389,1,1,1
Black Pepper,19.7,33.8,23.4,30.0,68.1,81.5,1117,1,1,1
Black Pepper,20.2,34.0,20.5,31.4,63.1,83.1,61,1,0,1
Black Pepper,21.9,29.5,16.9,27.7,62.3,81.7,832,0,1,1
Black Pepper,21.4,32.6,22.2,30.9,73.2,83.5,1201,1,0,1
Black Pepper,20.1,31.3,20.1,36.4,66.5,82.1,436,1,1,0
Black Pepper,23.9,34.2,21.0,33.8,66.2,75.7,925,1,0,1
Black Pepper,21.6,29.5,19.6,31.9,60.5,88.2,1020,1,1,1
Black Pepper,19.4,32.7,23.3,39.9,67.5,81.7,1000,1,1,1
Black Pepper,18.6,32.3,23.3,42.9,68.3,83.8,696,0,1,0
Black Pepper,18.9,30.1,22.1,40.1,68.4,77.1,553,1,0,1
Black Pepper,19.5,29.0,16.1,31.6,70.6,75.1,1262,0,1,1
Black Pepper,19.0,32.6,23.4,39.9,62.7,78.7,1150,1,1,1
Black Pepper,19.1,33.2,21.7,28.0,63.8,85.6,516,1,1,1
Black Pepper,19.7,30.2,22.0,27.6,72.2,76.5,199,1,1,1
Black Pepper,19.0,32.5,18.6,31.9,74.2,88.6,154,1,1,1
Black Pepper,23.4,30.8,23.8,41.2,62.0,78.2,187,1,1,1
Black Pepper,18.5,33.0,22.3,29.9,67.5,78.1,895,0,1,1
Black Pepper,21.1,29.4,16.1,26.3,63.2,77.7,125,1,1,1
Black Pepper,20.5,34.2,19.1,27.6,60.9,75.2,539,0,1,0
Black Pepper,23.9,30.0,23.9,42.2,64.9,86.6,1142,0,1,1
Black Pepper,18.7,30.6,15.5,37.7,62.2,88.1,477,0,1,1
Black Pepper,20.4,28.4,24.6,30.1,70.6,84.2,1157,1,1,1
Black Pepper,23.8,28.8,21.8,36.1,68.0,77.8,1131,1,0,1
Black Pepper,23.2,31.6,21.3,35.6,62.2,79.3,406,1,1,1
Black Pepper,22.9,29.9,17.7,38.1,60.1,82.1,1107,1,1,0
Black Pepper,19.5,33.8,17.5,29.7,72.1,89.3,1134,0,1,1
Black Pepper,19.0,28.1,24.4,42.3,62.6,78.7,626,1,0,1
Black Pepper,22.0,30.7,18.0,31.2,69.1,86.0,355,0,1,0
Black Pepper,23.6,30.4,22.8,38.9,65.1,81.6,806,1,1,0
Black Pepper,21.3,28.1,18.9,25.3,68.8,79.5,1386,0,1,0
Black Pepper,21.4,28.9,16.4,32.5,64.7,81.8,977,1,1,1
Black Pepper,19.7,30.9,15.1,32.0,61.3,76.1,301,1,1,0
Black Pepper,22.6,31.5,20.4,35.9,63.3,87.0,1040,1,1,1
Black Pepper,19.1,30.8,24.8,26.5,62.8,78.6,669,1,1,1
Black Pepper,19.9,31.7,18.7,40.8,66.4,85.9,908,1,1,1
Black Pepper,20.6,32.2,18.6,29.4,69.9,76.0,1114,0,1,1
Black Pepper,21.0,28.1,18.4,38.5,64.0,89.3,797,1,1,1
Black Pepper,19.5,31.2,20.2,41.1,60.2,77.9,1230,1,0,1
Black Pepper,18.7,34.7,19.4,36.2,67.8,88.2,1097,0,1,1
Black Pepper,21.7,31.6,23.8,39.8,69.1,87.1,942,1,1,1
Black Pepper,19.7,32.7,20.1,38.2,74.4,89.5,269,0,1,1
Black Pepper,21.5,30.2,20.1,32.1,68.8,82.2,1262,1,1,1
Black Pepper,18.9,33.4,16.4,41.2,67.1,85.9,1407,0,1,1
Black Pepper,20.9,33.4,24.8,30.9,68.6,80.6,249,1,0,1
Black Pepper,21.2,31.6,17.5,36.4,73.9,77.8,758,1,1,1
Black Pepper,18.3,34.8,15.7,39.9,72.4,81.6,425,0,0,1
Black Pepper,20.0,28.9,21.6,32.6,64.8,77.5,1144,1,0,1
Black Pepper,18.8,28.1,21.0,31.1,63.6,89.7,1096,1,1,1
